Name,Source,Internal URL,External URL
"UCSC Genome Browser","genocat","http://genocat.tools/tools/ucsc_genome_browser/","https://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&lastVirtModeType=default&lastVirtModeExtraState=&virtModeType=default&virtMode=0&nonVirtPosition=&position=chr1%3A11102837-11267747&hgsid=729714349_6ib6LxPNBWK6CgShBpt2CkgFUcIX"
"Two Sample Logo","genocat","http://genocat.tools/tools/two_sample_logo/","http://www.twosamplelogo.org/"
"Variant View","genocat","http://genocat.tools/tools/variant_view/","https://www.cs.ubc.ca/labs/imager/tr/2013/VariantView/VariantViewSoftware/"
"Vials","genocat","http://genocat.tools/tools/vials/","http://genocat.tools/tools/vials/vials.io"
"Vista Dot","genocat","http://genocat.tools/tools/vista_dot/","http://pipeline.lbl.gov/vista_help/help.html#dotplot"
"VCF Plotein","genocat","http://genocat.tools/tools/vcf_plotein/","https://vcfplotein.liigh.unam.mx/#/"
"WashU Epigenome Browser","genocat","http://genocat.tools/tools/washu_epigenome_browser/","http://epigenomegateway.wustl.edu/browser/"
"Vista Synteny","genocat","http://genocat.tools/tools/vista_synteny/","http://genome.lbl.gov/vista/index.shtml"
"VistaPoint","genocat","http://genocat.tools/tools/vistapoint/","http://pipeline.lbl.gov/cgi-bin/gateway2?selector=vistapoint"
"WebLogo","genocat","http://genocat.tools/tools/weblogo/","https://weblogo.berkeley.edu/logo.cgi"
"Xena","genocat","http://genocat.tools/tools/xena/","http://xena.ucsc.edu/"
