Name,Source,Internal URL,External URL
"HiGlass","genocat","http://genocat.tools/tools/higlass/","https://higlass.io/"
"ggBio","genocat","http://genocat.tools/tools/ggbio/","https://bioconductor.org/packages/release/bioc/html/ggbio.html"
"GIVE","genocat","http://genocat.tools/tools/give/","https://www.givengine.org/"
"IRScope","genocat","http://genocat.tools/tools/irscope/","https://irscope.shinyapps.io/irapp/"
"Island Viewer","genocat","http://genocat.tools/tools/island_viewer/","https://www.pathogenomics.sfu.ca/islandviewer/"
"JuiceBox","genocat","http://genocat.tools/tools/juicebox/","https://www.aidenlab.org/juicebox/"
"Integrative Genomics Viewer","genocat","http://genocat.tools/tools/integrative_genomics_viewer/","http://software.broadinstitute.org/software/igv/"
"Juiceboxjs","genocat","http://genocat.tools/tools/juiceboxjs/","http://aidenlab.org/juicebox/"
"Lollipop Plot cBio","genocat","http://genocat.tools/tools/lollipop_plot_cbio/","https://www.cbioportal.org/results/mutations?session_id=5d0a75b0e4b0ab41378767ca"
"IGB","genocat","http://genocat.tools/tools/igb/","http://bioviz.org/index.html"
"JalView","genocat","http://genocat.tools/tools/jalview/","http://www.jalview.org/"
"JBrowse","genocat","http://genocat.tools/tools/jbrowse/","https://jbrowse.org/"
"J-Circos","genocat","http://genocat.tools/tools/j-circos/","http://www.australianprostatecentre.org/research/software/jcircos"
"MochiView","genocat","http://genocat.tools/tools/mochiview/","http://www.johnsonlab.ucsf.edu/mochi"
"MizBee","genocat","http://genocat.tools/tools/mizbee/","http://www.cs.utah.edu/~miriah/mizbee/Overview.html"
"MEXPRESS","genocat","http://genocat.tools/tools/mexpress/","https://mexpress.be/"
"MSAViewer","genocat","http://genocat.tools/tools/msaviewer/","http://msa.biojs.net/"
"NCBI Genome Viewer","genocat","http://genocat.tools/tools/ncbi_genome_viewer/","https://www.ncbi.nlm.nih.gov/genome/gdv/"
"MAGI","genocat","http://genocat.tools/tools/magi/","http://magi.cs.brown.edu/"
"MGcV","genocat","http://genocat.tools/tools/mgcv/","https://mgcv.cmbi.umcn.nl/"
"my5c","genocat","http://genocat.tools/tools/my5c/","http://my5c.umassmed.edu/welcome/welcome.php"
"MEME","genocat","http://genocat.tools/tools/meme/","http://meme-suite.org/"
"MicroScope","genocat","http://genocat.tools/tools/microscope/","https://mage.genoscope.cns.fr/microscope/home/index.php"
"PSU 3D Genome Browser","genocat","http://genocat.tools/tools/psu_3d_genome_browser/","http://3dgenome.org/"
"NCBI Sequence Viewer","genocat","http://genocat.tools/tools/ncbi_sequence_viewer/","https://www.ncbi.nlm.nih.gov/projects/sviewer/"
"Sashimi Plot","genocat","http://genocat.tools/tools/sashimi_plot/","https://software.broadinstitute.org/software/igv/Sashimi"
"RIdeogram","genocat","http://genocat.tools/tools/rideogram/","https://cran.r-project.org/web/packages/RIdeogram/"
"pLogo","genocat","http://genocat.tools/tools/plogo/","https://plogo.uconn.edu/"
"ReadXplorer","genocat","http://genocat.tools/tools/readxplorer/","http://www.readxplorer.org/"
"Persephone","genocat","http://genocat.tools/tools/persephone/","https://persephonesoft.com/"
"Oviz-Bio","genocat","http://genocat.tools/tools/oviz-bio/","https://bio.oviz.org/"
"ngs.plot","genocat","http://genocat.tools/tools/ngs.plot/","https://github.com/shenlab-sinai/ngsplot"
"Rondo","genocat","http://genocat.tools/tools/rondo/","http://www.rondo.ws/"
"SpliceSeq","genocat","http://genocat.tools/tools/spliceseq/","https://bioinformatics.mdanderson.org/public-software/spliceseq/"
"SCGV","genocat","http://genocat.tools/tools/scgv/","https://github.com/KrasnitzLab/SCGV"
"SpliceGrapher","genocat","http://genocat.tools/tools/splicegrapher/","http://splicegrapher.sourceforge.net/"
"Sequence Surveyor","genocat","http://genocat.tools/tools/sequence_surveyor/","https://graphics.cs.wisc.edu/Vis/SequenceSurveyor/SequenceSurveyor.html"
"svist4get","genocat","http://genocat.tools/tools/svist4get/","https://bitbucket.org/artegorov/svist4get/src/master/"
"Sequence Bundles","genocat","http://genocat.tools/tools/sequence_bundles/","https://www.science-practice.com/projects/sequence-bundles/"
"SplicePlot","genocat","http://genocat.tools/tools/spliceplot/","http://montgomerylab.stanford.edu/spliceplot/index.html"
"SilkDB 3.0","genocat","http://genocat.tools/tools/silkdb_3.0/","https://silkdb.bioinfotoolkits.net/main/species-info/BMSK0008583"
"Savant Genome Browser 2","genocat","http://genocat.tools/tools/savant_genome_browser_2/","http://genocat.tools/tools/savant_genome_browser_2/www.savantbrowser.com"
"Spatial DB","genocat","http://genocat.tools/tools/spatial_db/","https://www.spatialomics.org/SpatialDB/"
"SynMap2","genocat","http://genocat.tools/tools/synmap2/","https://genomevolution.org/coge/SynMap.pl"
"Two Sample Logo","genocat","http://genocat.tools/tools/two_sample_logo/","http://www.twosamplelogo.org/"
"VCF Plotein","genocat","http://genocat.tools/tools/vcf_plotein/","https://vcfplotein.liigh.unam.mx/#/"
"Synteny Explorer","genocat","http://genocat.tools/tools/synteny_explorer/","https://wooythan.github.io/syntery-explorer/"
"trackViewer","genocat","http://genocat.tools/tools/trackviewer/","https://bioconductor.org/packages/release/bioc/html/trackViewer.html"
"UCSC Genome Browser","genocat","http://genocat.tools/tools/ucsc_genome_browser/","https://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&lastVirtModeType=default&lastVirtModeExtraState=&virtModeType=default&virtMode=0&nonVirtPosition=&position=chr1%3A11102837-11267747&hgsid=729714349_6ib6LxPNBWK6CgShBpt2CkgFUcIX"
"SynteBase and SynteView","genocat","http://genocat.tools/tools/syntebase_and_synteview/","http://www.synteview.u-psud.fr/"
"SWAV","genocat","http://genocat.tools/tools/swav/","http://swav.popgenetics.net/"
"TFmotifView","genocat","http://genocat.tools/tools/tfmotifview/","http://bardet.u-strasbg.fr/tfmotifview/"
"Variant View","genocat","http://genocat.tools/tools/variant_view/","https://www.cs.ubc.ca/labs/imager/tr/2013/VariantView/VariantViewSoftware/"
"VistaPoint","genocat","http://genocat.tools/tools/vistapoint/","http://pipeline.lbl.gov/cgi-bin/gateway2?selector=vistapoint"
"WashU Epigenome Browser","genocat","http://genocat.tools/tools/washu_epigenome_browser/","http://epigenomegateway.wustl.edu/browser/"
"Vials","genocat","http://genocat.tools/tools/vials/","http://genocat.tools/tools/vials/vials.io"
"Vista Dot","genocat","http://genocat.tools/tools/vista_dot/","http://pipeline.lbl.gov/vista_help/help.html#dotplot"
"Xena","genocat","http://genocat.tools/tools/xena/","http://xena.ucsc.edu/"
"Vista Synteny","genocat","http://genocat.tools/tools/vista_synteny/","http://genome.lbl.gov/vista/index.shtml"
"WebLogo","genocat","http://genocat.tools/tools/weblogo/","https://weblogo.berkeley.edu/logo.cgi"
